"cname","cowcode","year","lvaw_garriga"
"Uruguay",165,2011,0.6259912
"Uruguay",165,2012,0.6259912
"United Kingdom",200,1990,0.26525
"United Kingdom",200,1991,0.26525
"United Kingdom",200,1992,0.26525
"United Kingdom",200,1993,0.26525
"United Kingdom",200,1994,0.26525
"United Kingdom",200,1995,0.26525
"United Kingdom",200,1996,0.26525
"United Kingdom",200,1997,0.26525
"United Kingdom",200,1998,0.70117044
"United Kingdom",200,1999,0.70117044
"United Kingdom",200,2000,0.70117044
"United Kingdom",200,2001,0.70117044
"United Kingdom",200,2002,0.70117044
"United Kingdom",200,2003,0.70117044
"United Kingdom",200,2004,0.70117044
"United Kingdom",200,2005,0.70117044
"United Kingdom",200,2006,0.70117044
"United Kingdom",200,2007,0.70117044
"United Kingdom",200,2008,0.70117044
"United Kingdom",200,2009,0.70117044
"United Kingdom",200,2010,0.70117044
"United Kingdom",200,2011,0.70117044
"United Kingdom",200,2012,0.70117044
"Ireland",205,1990,0.36347368
"Ireland",205,1991,0.36347368
"Ireland",205,1992,0.36347368
"Ireland",205,1993,0.36347368
"Ireland",205,1994,0.36347368
"Ireland",205,1995,0.36347368
"Ireland",205,1996,0.36347368
"Ireland",205,1997,0.36347368
"Ireland",205,1998,0.8565
"Ireland",205,1999,0.8565
"Ireland",205,2000,0.8565
"Ireland",205,2001,0.8565
"Ireland",205,2002,0.8565
"Ireland",205,2003,0.8565
"Ireland",205,2004,0.8565
"Ireland",205,2005,0.8565
"Ireland",205,2006,0.8565
"Ireland",205,2007,0.8565
"Ireland",205,2008,0.8565
"Ireland",205,2009,0.8565
"Ireland",205,2010,0.8565
"Ireland",205,2011,0.8565
"Ireland",205,2012,0.8565
"Netherlands",210,1990,0.418875
"Netherlands",210,1991,0.418875
"Netherlands",210,1992,0.418875
"Netherlands",210,1993,0.418875
"Netherlands",210,1994,0.418875
"Netherlands",210,1995,0.418875
"Netherlands",210,1996,0.418875
"Netherlands",210,1997,0.418875
"Netherlands",210,1998,0.8565
"Netherlands",210,1999,0.8565
"Netherlands",210,2000,0.8565
"Netherlands",210,2001,0.8565
"Netherlands",210,2002,0.8565
"Netherlands",210,2003,0.8565
"Netherlands",210,2004,0.8565
"Netherlands",210,2005,0.8565
"Netherlands",210,2006,0.8565
"Netherlands",210,2007,0.8565
"Netherlands",210,2008,0.8565
"Netherlands",210,2009,0.8565
"Netherlands",210,2010,0.8565
"Netherlands",210,2011,0.8565
"Netherlands",210,2012,0.8565
"Belgium",211,1990,0.15657896
"Belgium",211,1991,0.15657896
"Belgium",211,1992,0.15657896
"Belgium",211,1993,0.53206253
"Belgium",211,1994,0.53206253
"Belgium",211,1995,0.53206253
"Belgium",211,1996,0.53206253
"Belgium",211,1997,0.53206253
"Belgium",211,1998,0.8565
"Belgium",211,1999,0.8565
"Belgium",211,2000,0.8565
"Belgium",211,2001,0.8565
"Belgium",211,2002,0.8565
"Belgium",211,2003,0.8565
"Belgium",211,2004,0.8565
"Belgium",211,2005,0.8565
"Belgium",211,2006,0.8565
"Belgium",211,2007,0.8565
"Belgium",211,2008,0.8565
"Belgium",211,2009,0.8565
"Belgium",211,2010,0.8565
"Belgium",211,2011,0.8565
"Belgium",211,2012,0.8565
"Luxembourg",212,1990,0.32651317
"Luxembourg",212,1991,0.32651317
"Luxembourg",212,1992,0.32651317
"Luxembourg",212,1993,0.32651317
"Luxembourg",212,1994,0.32651317
"Luxembourg",212,1995,0.32651317
"Luxembourg",212,1996,0.32651317
"Luxembourg",212,1997,0.32651317
"Luxembourg",212,1998,0.8565
"Luxembourg",212,1999,0.8565
"Luxembourg",212,2000,0.8565
"Luxembourg",212,2001,0.8565
"Luxembourg",212,2002,0.8565
"Luxembourg",212,2003,0.8565
"Luxembourg",212,2004,0.8565
"Luxembourg",212,2005,0.8565
"Luxembourg",212,2006,0.8565
"Luxembourg",212,2007,0.8565
"Luxembourg",212,2008,0.8565
"Luxembourg",212,2009,0.8565
"Luxembourg",212,2010,0.8565
"Luxembourg",212,2011,0.8565
"Luxembourg",212,2012,0.8565
"France",220,1990,0.25679168
"France",220,1991,0.25679168
"France",220,1992,0.25679168
"France",220,1993,0.8565
"France",220,1994,0.8565
"France",220,1995,0.8565
"France",220,1996,0.8565
"France",220,1997,0.8565
"France",220,1998,0.8565
"France",220,1999,0.8565
"France",220,2000,0.8565
"France",220,2001,0.8565
"France",220,2002,0.8565
"France",220,2003,0.8565
"France",220,2004,0.8565
"France",220,2005,0.8565
"France",220,2006,0.8565
"France",220,2007,0.8565
"France",220,2008,0.8565
"France",220,2009,0.8565
"France",220,2010,0.8565
"France",220,2011,0.8565
"France",220,2012,0.8565
"Switzerland",225,1990,0.5571842
"Switzerland",225,1991,0.5571842
"Switzerland",225,1992,0.5571842
"Switzerland",225,1993,0.5571842
"Switzerland",225,1994,0.5571842
"Switzerland",225,1995,0.5571842
"Switzerland",225,1996,0.5571842
"Switzerland",225,1997,0.5571842
"Switzerland",225,1998,0.5571842
"Switzerland",225,1999,0.5571842
"Switzerland",225,2000,0.5571842
"Switzerland",225,2001,0.5571842
"Switzerland",225,2002,0.5571842
"Switzerland",225,2003,0.7670263
"Switzerland",225,2004,0.7670263
"Switzerland",225,2005,0.7670263
"Switzerland",225,2006,0.7670263
"Switzerland",225,2007,0.7670263
"Switzerland",225,2008,0.7670263
"Switzerland",225,2009,0.7670263
"Switzerland",225,2010,0.7670263
"Switzerland",225,2011,0.7670263
"Switzerland",225,2012,0.7670263
"Spain",230,1990,0.310375
"Spain",230,1991,0.310375
"Spain",230,1992,0.310375
"Spain",230,1993,0.310375
"Spain",230,1994,0.8315
"Spain",230,1995,0.8315
"Spain",230,1996,0.8315
"Spain",230,1997,0.8315
"Spain",230,1998,0.8565
"Spain",230,1999,0.8565
"Spain",230,2000,0.8565
"Spain",230,2001,0.8565
"Spain",230,2002,0.8565
"Spain",230,2003,0.8565
"Spain",230,2004,0.8565
"Spain",230,2005,0.8565
"Spain",230,2006,0.8565
"Spain",230,2007,0.8565
"Spain",230,2008,0.8565
"Spain",230,2009,0.8565
"Spain",230,2010,0.8565
"Spain",230,2011,0.8565
"Spain",230,2012,0.8565
"Portugal",235,1990,0.589
"Portugal",235,1991,0.589
"Portugal",235,1992,0.589
"Portugal",235,1993,0.589
"Portugal",235,1994,0.589
"Portugal",235,1995,0.589
"Portugal",235,1996,0.589
"Portugal",235,1997,0.589
"Portugal",235,1998,0.8565
"Portugal",235,1999,0.8565
"Portugal",235,2000,0.8565
"Portugal",235,2001,0.8565
"Portugal",235,2002,0.8565
"Portugal",235,2003,0.8565
"Portugal",235,2004,0.8565
"Portugal",235,2005,0.8565
"Portugal",235,2006,0.8565
"Portugal",235,2007,0.8565
"Portugal",235,2008,0.8565
"Portugal",235,2009,0.8565
"Portugal",235,2010,0.8565
"Portugal",235,2011,0.8565
"Portugal",235,2012,0.8565
"Germany",260,1990,0.694875
"Germany",260,1991,0.694875
"Germany",260,1992,0.694875
"Germany",260,1993,0.694875
"Germany",260,1994,0.694875
"Germany",260,1995,0.694875
"Germany",260,1996,0.694875
"Germany",260,1997,0.694875
"Germany",260,1998,0.8565
"Germany",260,1999,0.8565
"Germany",260,2000,0.8565
"Germany",260,2001,0.8565
"Germany",260,2002,0.8565
"Germany",260,2003,0.8565
"Germany",260,2004,0.8565
"Germany",260,2005,0.8565
"Germany",260,2006,0.8565
"Germany",260,2007,0.8565
"Germany",260,2008,0.8565
"Germany",260,2009,0.8565
"Germany",260,2010,0.8565
"Germany",260,2011,0.8565
"Germany",260,2012,0.8565
"Poland",290,1990,0.461625
"Poland",290,1991,0.461625
"Poland",290,1992,0.461625
"Poland",290,1993,0.461625
"Poland",290,1994,0.461625
"Poland",290,1995,0.461625
"Poland",290,1996,0.461625
"Poland",290,1997,0.87525
"Poland",290,1998,0.87525
"Poland",290,1999,0.87525
"Poland",290,2000,0.87525
"Poland",290,2001,0.87525
"Poland",290,2002,0.87525
"Poland",290,2003,0.87525
"Poland",290,2004,0.87525
"Poland",290,2005,0.87525
"Poland",290,2006,0.87525
"Poland",290,2007,0.87525
"Poland",290,2008,0.87525
"Poland",290,2009,0.87525
"Poland",290,2010,0.87525
"Poland",290,2011,0.87525
"Poland",290,2012,0.87525
"Austria",305,1990,0.61375
"Austria",305,1991,0.61375
"Austria",305,1992,0.61375
"Austria",305,1993,0.61375
"Austria",305,1994,0.61375
"Austria",305,1995,0.61375
"Austria",305,1996,0.61375
"Austria",305,1997,0.61375
"Austria",305,1998,0.8565
"Austria",305,1999,0.8565
"Austria",305,2000,0.8565
"Austria",305,2001,0.8565
"Austria",305,2002,0.8565
"Austria",305,2003,0.8565
"Austria",305,2004,0.8565
"Austria",305,2005,0.8565
"Austria",305,2006,0.8565
"Austria",305,2007,0.8565
"Austria",305,2008,0.8565
"Austria",305,2009,0.8565
"Austria",305,2010,0.8565
"Austria",305,2011,0.8565
"Austria",305,2012,0.8565
"Hungary",310,1990,0.243125
"Hungary",310,1991,0.62537503
"Hungary",310,1992,0.62537503
"Hungary",310,1993,0.62537503
"Hungary",310,1994,0.62537503
"Hungary",310,1995,0.62537503
"Hungary",310,1996,0.62537503
"Hungary",310,1997,0.62537503
"Hungary",310,1998,0.62537503
"Hungary",310,1999,0.62537503
"Hungary",310,2000,0.62537503
"Hungary",310,2001,0.844
"Hungary",310,2002,0.844
"Hungary",310,2003,0.844
"Hungary",310,2004,0.844
"Hungary",310,2005,0.844
"Hungary",310,2006,0.844
"Hungary",310,2007,0.844
"Hungary",310,2008,0.844
"Hungary",310,2009,0.844
"Hungary",310,2010,0.844
"Hungary",310,2011,0.844
"Hungary",310,2012,0.844
"Czech Republic",316,1991,NA
"Czech Republic",316,1992,0.69372225
"Czech Republic",316,1993,0.69372225
"Czech Republic",316,1994,0.69372225
"Czech Republic",316,1995,0.69372225
"Czech Republic",316,1996,0.69372225
"Czech Republic",316,1997,0.69372225
"Czech Republic",316,1998,0.69372225
"Czech Republic",316,1999,0.69372225
"Czech Republic",316,2000,0.69372225
"Czech Republic",316,2001,0.69372225
"Czech Republic",316,2002,0.8315
"Czech Republic",316,2003,0.8315
"Czech Republic",316,2004,0.8315
"Czech Republic",316,2005,0.8315
"Czech Republic",316,2006,0.8315
"Czech Republic",316,2007,0.8315
"Czech Republic",316,2008,0.8315
"Czech Republic",316,2009,0.8315
"Czech Republic",316,2010,0.8315
"Czech Republic",316,2011,0.8315
"Czech Republic",316,2012,0.8315
"Slovakia",317,1992,0.522
"Slovakia",317,1993,0.522
"Slovakia",317,1994,0.522
"Slovakia",317,1995,0.522
"Slovakia",317,1996,0.522
"Slovakia",317,1997,0.522
"Slovakia",317,1998,0.522
"Slovakia",317,1999,0.479
"Slovakia",317,2000,0.479
"Slovakia",317,2001,0.479
"Slovakia",317,2002,0.479
"Slovakia",317,2003,0.479
"Slovakia",317,2004,0.479
"Slovakia",317,2005,0.479
"Slovakia",317,2006,0.479
"Slovakia",317,2007,0.479
"Slovakia",317,2008,0.479
"Slovakia",317,2009,0.8565
"Slovakia",317,2010,0.8565
"Slovakia",317,2011,0.8565
"Slovakia",317,2012,0.8565
"Italy",325,1990,0.24961112
"Italy",325,1991,0.24961112
"Italy",325,1992,0.24961112
"Italy",325,1993,0.7201667
"Italy",325,1994,0.7201667
"Italy",325,1995,0.7201667
"Italy",325,1996,0.7201667
"Italy",325,1997,0.7201667
"Italy",325,1998,0.8565
"Italy",325,1999,0.8565
"Italy",325,2000,0.8565
"Italy",325,2001,0.8565
"Italy",325,2002,0.8565
"Italy",325,2003,0.8565
"Italy",325,2004,0.8565
"Italy",325,2005,0.8565
"Italy",325,2006,0.8565
"Italy",325,2007,0.8565
"Italy",325,2008,0.8565
"Italy",325,2009,0.8565
"Italy",325,2010,0.8565
"Italy",325,2011,0.8565
"Italy",325,2012,0.8565
"San Marino",331,1990,0.14374584
"San Marino",331,1991,0.14374584
"San Marino",331,1992,0.14374584
"San Marino",331,1993,0.14374584
"San Marino",331,1994,0.14374584
"San Marino",331,1995,0.14374584
"San Marino",331,1996,0.14374584
"San Marino",331,1997,0.14374584
"San Marino",331,1998,0.14374584
"San Marino",331,1999,0.14374584
"San Marino",331,2000,0.14374584
"San Marino",331,2001,0.14374584
"San Marino",331,2002,0.14374584
"San Marino",331,2003,0.14374584
"San Marino",331,2004,0.14374584
"San Marino",331,2005,0.1854125
"San Marino",331,2006,0.1854125
"San Marino",331,2007,0.1854125
"San Marino",331,2008,0.1854125
"San Marino",331,2009,0.1854125
"San Marino",331,2010,0.1854125
"San Marino",331,2011,0.1854125
"San Marino",331,2012,0.1854125
"Malta",338,1990,0.4395
"Malta",338,1991,0.4395
"Malta",338,1992,0.4395
"Malta",338,1993,0.4395
"Malta",338,1994,0.45333335
"Malta",338,1995,0.45333335
"Malta",338,1996,0.45333335
"Malta",338,1997,0.45333335
"Malta",338,1998,0.45333335
"Malta",338,1999,0.45333335
"Malta",338,2000,0.45333335
"Malta",338,2001,0.45333335
"Malta",338,2002,0.4235
"Malta",338,2003,0.4235
"Malta",338,2004,0.4235
"Malta",338,2005,0.4235
"Malta",338,2006,0.4235
"Malta",338,2007,0.8565
"Malta",338,2008,0.8565
"Malta",338,2009,0.8565
"Malta",338,2010,0.8565
"Malta",338,2011,0.8565
"Malta",338,2012,0.8565
"Albania",339,1991,0.4955139
"Albania",339,1992,0.4955139
"Albania",339,1993,0.4955139
"Albania",339,1994,0.4955139
"Albania",339,1995,0.4955139
"Albania",339,1996,0.4955139
"Albania",339,1997,0.7105
"Albania",339,1998,0.7105
"Albania",339,1999,0.7105
"Albania",339,2000,0.7105
"Albania",339,2001,0.7105
"Albania",339,2002,0.7105
"Albania",339,2003,0.7105
"Albania",339,2004,0.7105
"Albania",339,2005,0.7105
"Albania",339,2006,0.7105
"Albania",339,2007,0.7105
"Albania",339,2008,0.7105
"Albania",339,2009,0.7105
"Albania",339,2010,0.7105
"Albania",339,2011,0.7105
"Albania",339,2012,0.7105
"Montenegro",341,2000,0.7385455
"Montenegro",341,2001,0.7385455
"Montenegro",341,2002,0.7385455
"Montenegro",341,2003,0.7385455
"Montenegro",341,2004,0.7385455
"Montenegro",341,2005,0.7385455
"Montenegro",341,2006,0.7385455
"Montenegro",341,2007,0.7385455
"Montenegro",341,2008,0.7385455
"Montenegro",341,2009,0.7385455
"Montenegro",341,2010,0.819
"Montenegro",341,2011,0.819
"Montenegro",341,2012,0.819
"Macedonia",343,1992,NA
"Macedonia",343,1993,NA
"Macedonia",343,1994,0.4135
"Macedonia",343,1995,0.4135
"Macedonia",343,1996,0.4135
"Macedonia",343,1997,0.4135
"Macedonia",343,1998,0.4135
"Macedonia",343,1999,0.4135
"Macedonia",343,2000,0.4135
"Macedonia",343,2001,0.4135
"Macedonia",343,2002,0.8715
"Macedonia",343,2003,0.8715
"Macedonia",343,2004,0.8715
"Macedonia",343,2005,0.8715
"Macedonia",343,2006,0.8715
"Macedonia",343,2007,0.8715
"Macedonia",343,2008,0.8715
"Macedonia",343,2009,0.8715
"Macedonia",343,2010,0.6788684
"Macedonia",343,2011,0.6788684
"Macedonia",343,2012,0.6788684
"Croatia",344,1990,NA
"Croatia",344,1991,NA
"Croatia",344,1992,0.44233334
"Croatia",344,1993,0.44233334
"Croatia",344,1994,0.44233334
"Croatia",344,1995,0.44233334
"Croatia",344,1996,0.44233334
"Croatia",344,1997,0.44233334
"Croatia",344,1998,0.44233334
"Croatia",344,1999,0.44233334
"Croatia",344,2000,0.44233334
"Croatia",344,2001,0.894
"Croatia",344,2002,0.894
"Croatia",344,2003,0.894
"Croatia",344,2004,0.894
"Croatia",344,2005,0.894
"Croatia",344,2006,0.894
"Croatia",344,2007,0.894
"Croatia",344,2008,0.819
"Croatia",344,2009,0.819
"Croatia",344,2010,0.819
"Croatia",344,2011,0.819
"Croatia",344,2012,0.819
"Yugoslavia (Socialist Rep)",345,1990,0.14807895
"Yugoslavia (Socialist Rep)",345,1991,0.14807895
"Yugoslavia (Serbia-Montenegro)",345,1992,0.14807895
"Yugoslavia (Serbia-Montenegro)",345,1993,NA
"Yugoslavia (Serbia-Montenegro)",345,1994,NA
"Yugoslavia (Serbia-Montenegro)",345,1995,NA
"Yugoslavia (Serbia-Montenegro)",345,1996,NA
"Yugoslavia (Serbia-Montenegro)",345,1997,NA
"Yugoslavia (Serbia-Montenegro)",345,1998,NA
"Yugoslavia (Serbia-Montenegro)",345,1999,NA
"Yugoslavia (Serbia-Montenegro)",345,2000,NA
"Yugoslavia (Serbia-Montenegro)",345,2001,NA
"Yugoslavia (Serbia-Montenegro)",345,2002,NA
"Serbia and Montenegro",345,2003,0.676
"Serbia and Montenegro",345,2004,0.676
"Serbia and Montenegro",345,2005,0.676
"Serbia ",345,2006,0.676
"Serbia ",345,2007,0.676
"Serbia ",345,2008,0.676
"Serbia ",345,2009,0.676
"Serbia ",345,2010,0.81104547
"Serbia ",345,2011,0.81104547
"Serbia ",345,2012,0.81104547
"Bosnia and Herzegovina",346,1996,NA
"Bosnia-Herzegovina",346,1997,0.979
"Bosnia-Herzegovina",346,1998,0.979
"Bosnia-Herzegovina",346,1999,0.979
"Bosnia-Herzegovina",346,2000,0.979
"Bosnia-Herzegovina",346,2001,0.979
"Bosnia-Herzegovina",346,2002,0.979
"Bosnia-Herzegovina",346,2003,0.979
"Bosnia-Herzegovina",346,2004,0.979
"Bosnia-Herzegovina",346,2005,0.979
"Bosnia-Herzegovina",346,2006,0.979
"Bosnia-Herzegovina",346,2007,0.979
"Bosnia-Herzegovina",346,2008,0.979
"Bosnia-Herzegovina",346,2009,0.979
"Bosnia-Herzegovina",346,2010,0.979
"Bosnia-Herzegovina",346,2011,0.979
"Bosnia-Herzegovina",346,2012,0.979
"Slovenia",349,1991,0.5858333
"Slovenia",349,1992,0.5858333
"Slovenia",349,1993,0.5858333
"Slovenia",349,1994,0.5858333
"Slovenia",349,1995,0.5858333
"Slovenia",349,1996,0.5858333
"Slovenia",349,1997,0.5858333
"Slovenia",349,1998,0.5858333
"Slovenia",349,1999,0.5858333
"Slovenia",349,2000,0.5858333
"Slovenia",349,2001,0.5858333
"Slovenia",349,2002,0.8565
"Slovenia",349,2003,0.8565
"Slovenia",349,2004,0.8565
"Slovenia",349,2005,0.8565
"Slovenia",349,2006,0.8565
"Slovenia",349,2007,0.8565
"Slovenia",349,2008,0.8565
"Slovenia",349,2009,0.8565
"Slovenia",349,2010,0.8565
"Slovenia",349,2011,0.8565
"Slovenia",349,2012,0.8565
"Greece",350,1990,0.555125
"Greece",350,1991,0.555125
"Greece",350,1992,0.555125
"Greece",350,1993,0.555125
"Greece",350,1994,0.555125
"Greece",350,1995,0.555125
"Greece",350,1996,0.555125
"Greece",350,1997,0.555125
"Greece",350,1998,0.588125
"Greece",350,1999,0.588125
"Greece",350,2000,0.8565
"Greece",350,2001,0.8565
"Greece",350,2002,0.8565
"Greece",350,2003,0.8565
"Greece",350,2004,0.8565
"Greece",350,2005,0.8565
"Greece",350,2006,0.8565
"Greece",350,2007,0.8565
"Greece",350,2008,0.8565
"Greece",350,2009,0.8565
"Greece",350,2010,0.8565
"Greece",350,2011,0.8565
"Greece",350,2012,0.8565
"Cyprus",352,1990,NA
"Cyprus",352,1991,NA
"Cyprus",352,1992,NA
"Cyprus",352,1993,NA
"Cyprus",352,1994,NA
"Cyprus",352,1995,NA
"Cyprus",352,1996,NA
"Cyprus",352,1997,NA
"Cyprus",352,1998,NA
"Cyprus",352,1999,NA
"Cyprus",352,2000,NA
"Cyprus",352,2001,NA
"Cyprus",352,2002,0.5751754
"Cyprus",352,2003,0.5751754
"Cyprus",352,2004,0.5751754
"Cyprus",352,2005,0.5751754
"Cyprus",352,2006,0.5751754
"Cyprus",352,2007,0.5751754
"Cyprus",352,2008,0.5751754
"Cyprus",352,2009,0.5751754
"Cyprus",352,2010,0.5751754
"Cyprus",352,2011,0.5751754
"Cyprus",352,2012,0.5751754
"Bulgaria",355,1991,0.50175
"Bulgaria",355,1992,0.50175
"Bulgaria",355,1993,0.50175
"Bulgaria",355,1994,0.50175
"Bulgaria",355,1995,0.50175
"Bulgaria",355,1996,0.50175
"Bulgaria",355,1997,0.8565
"Bulgaria",355,1998,0.8565
"Bulgaria",355,1999,0.8565
"Bulgaria",355,2000,0.8565
"Bulgaria",355,2001,0.8565
"Bulgaria",355,2002,0.8565
"Bulgaria",355,2003,0.8565
"Bulgaria",355,2004,0.8565
"Bulgaria",355,2005,0.8565
"Bulgaria",355,2006,0.8565
"Bulgaria",355,2007,0.8565
"Bulgaria",355,2008,0.8565
"Bulgaria",355,2009,0.8565
"Bulgaria",355,2010,0.8565
"Bulgaria",355,2011,0.8565
"Bulgaria",355,2012,0.8565
"Moldova",359,1991,NA
"Moldova",359,1992,0.38075
"Moldova",359,1993,0.38075
"Moldova",359,1994,0.38075
"Moldova",359,1995,0.69426316
"Moldova",359,1996,0.69426316
"Moldova",359,1997,0.69426316
"Moldova",359,1998,0.69426316
"Moldova",359,1999,0.69426316
"Moldova",359,2000,0.69426316
"Moldova",359,2001,0.69426316
"Moldova",359,2002,0.69426316
"Moldova",359,2003,0.69426316
"Moldova",359,2004,0.69426316
"Moldova",359,2005,0.69426316
"Moldova",359,2006,0.69426316
"Moldova",359,2007,0.69426316
"Moldova",359,2008,0.69426316
"Moldova",359,2009,0.69426316
"Moldova",359,2010,0.69426316
"Moldova",359,2011,0.69426316
"Moldova",359,2012,0.69426316
"Romania",360,1990,0.22960526
"Romania",360,1991,0.29537502
"Romania",360,1992,0.29537502
"Romania",360,1993,0.29537502
"Romania",360,1994,0.29537502
"Romania",360,1995,0.29537502
"Romania",360,1996,0.29537502
"Romania",360,1997,0.29537502
"Romania",360,1998,0.69575
"Romania",360,1999,0.69575
"Romania",360,2000,0.69575
"Romania",360,2001,0.69575
"Romania",360,2002,0.69575
"Romania",360,2003,0.69575
"Romania",360,2004,0.8462222
"Romania",360,2005,0.8462222
"Romania",360,2006,0.8462222
"Romania",360,2007,0.8462222
"Romania",360,2008,0.8462222
"Romania",360,2009,0.8462222
"Romania",360,2010,0.8462222
"Romania",360,2011,0.8462222
"Romania",360,2012,0.8462222
"Russian Federation",365,1991,0.38587502
"Russian Federation",365,1992,0.38587502
"Russian Federation",365,1993,0.38587502
"Russian Federation",365,1994,0.38587502
"Russian Federation",365,1995,0.491625
"Russian Federation",365,1996,0.491625
"Russian Federation",365,1997,0.491625
"Russian Federation",365,1998,0.491625
"Russian Federation",365,1999,0.491625
"Russian Federation",365,2000,0.491625
"Russian Federation",365,2001,0.491625
"Russian Federation",365,2002,0.6999276
"Russian Federation",365,2003,0.6999276
"Russian Federation",365,2004,0.6999276
"Russian Federation",365,2005,0.6999276
"Russian Federation",365,2006,0.6999276
"Russian Federation",365,2007,0.6999276
"Russian Federation",365,2008,0.6999276
"Russian Federation",365,2009,0.6999276
"Russian Federation",365,2010,0.6999276
"Russian Federation",365,2011,0.6999276
"Russian Federation",365,2012,0.6999276
"Estonia",366,1993,0.8660455
"Estonia",366,1994,0.8660455
"Estonia",366,1995,0.8660455
"Estonia",366,1996,0.8660455
"Estonia",366,1997,0.8660455
"Estonia",366,1998,0.8660455
"Estonia",366,1999,0.8660455
"Estonia",366,2000,0.8660455
"Estonia",366,2001,0.8660455
"Estonia",366,2002,0.8660455
"Estonia",366,2003,0.844
"Estonia",366,2004,0.844
"Estonia",366,2005,0.844
"Estonia",366,2006,0.844
"Estonia",366,2007,0.8565
"Estonia",366,2008,0.8565
"Estonia",366,2009,0.8565
"Estonia",366,2010,0.8565
"Estonia",366,2011,0.8565
"Estonia",366,2012,0.8565
"Latvia",367,1992,0.47983333
"Latvia",367,1993,0.47983333
"Latvia",367,1994,0.47983333
"Latvia",367,1995,0.47983333
"Latvia",367,1996,0.47983333
"Latvia",367,1997,0.47983333
"Latvia",367,1998,0.47983333
"Latvia",367,1999,0.47983333
"Latvia",367,2000,0.47983333
"Latvia",367,2001,0.47983333
"Latvia",367,2002,0.8865
"Latvia",367,2003,0.8865
"Latvia",367,2004,0.8865
"Latvia",367,2005,0.8865
"Latvia",367,2006,0.8865
"Latvia",367,2007,0.8865
"Latvia",367,2008,0.8865
"Latvia",367,2009,0.8865
"Latvia",367,2010,0.8865
"Latvia",367,2011,0.8865
"Latvia",367,2012,0.8865
"Lithuania",368,1991,NA
"Lithuania",368,1992,0.202375
"Lithuania",368,1993,0.202375
"Lithuania",368,1994,0.305125
"Lithuania",368,1995,0.305125
"Lithuania",368,1996,0.305125
"Lithuania",368,1997,0.305125
"Lithuania",368,1998,0.305125
"Lithuania",368,1999,0.305125
"Lithuania",368,2000,0.305125
"Lithuania",368,2001,0.844
"Lithuania",368,2002,0.844
"Lithuania",368,2003,0.844
"Lithuania",368,2004,0.844
"Lithuania",368,2005,0.844
"Lithuania",368,2006,0.844
"Lithuania",368,2007,0.844
"Lithuania",368,2008,0.844
"Lithuania",368,2009,0.844
"Lithuania",368,2010,0.844
"Lithuania",368,2011,0.844
"Lithuania",368,2012,0.844
"Ukraine",369,1991,0.19986539
"Ukraine",369,1992,0.19986539
"Ukraine",369,1993,0.19986539
"Ukraine",369,1994,0.19986539
"Ukraine",369,1995,0.19986539
"Ukraine",369,1996,0.19986539
"Ukraine",369,1997,0.19986539
"Ukraine",369,1998,0.19986539
"Ukraine",369,1999,0.85375
"Ukraine",369,2000,0.85375
"Ukraine",369,2001,0.85375
"Ukraine",369,2002,0.85375
"Ukraine",369,2003,0.85375
"Ukraine",369,2004,0.85375
"Ukraine",369,2005,0.85375
"Ukraine",369,2006,0.85375
"Ukraine",369,2007,0.85375
"Ukraine",369,2008,0.85375
"Ukraine",369,2009,0.85375
"Ukraine",369,2010,0.89925003
"Ukraine",369,2011,0.89925003
"Ukraine",369,2012,0.89925003
"Belarus",370,1990,0.727875
"Belarus",370,1991,0.727875
"Belarus",370,1992,0.727875
"Belarus",370,1993,0.727875
"Belarus",370,1994,0.727875
"Belarus",370,1995,0.727875
"Belarus",370,1996,0.727875
"Belarus",370,1997,0.727875
"Belarus",370,1998,0.727875
"Belarus",370,1999,0.727875
"Belarus",370,2000,0.3729408
"Belarus",370,2001,0.3729408
"Belarus",370,2002,0.3729408
"Belarus",370,2003,0.3729408
"Belarus",370,2004,0.3729408
"Belarus",370,2005,0.3729408
"Belarus",370,2006,0.3729408
"Belarus",370,2007,0.3729408
"Belarus",370,2008,0.3729408
"Belarus",370,2009,0.3729408
"Belarus",370,2010,0.74867046
"Belarus",370,2011,0.74867046
"Belarus",370,2012,0.74867046
"Armenia",371,1993,0.3025
"Armenia",371,1994,0.3025
"Armenia",371,1995,0.3025
"Armenia",371,1996,0.84650004
"Armenia",371,1997,0.84650004
"Armenia",371,1998,0.84650004
"Armenia",371,1999,0.84650004
"Armenia",371,2000,0.84650004
"Armenia",371,2001,0.84650004
"Armenia",371,2002,0.84650004
"Armenia",371,2003,0.84650004
"Armenia",371,2004,0.84650004
"Armenia",371,2005,0.84650004
"Armenia",371,2006,0.84650004
"Armenia",371,2007,0.84650004
"Armenia",371,2008,0.84650004
"Armenia",371,2009,0.84650004
"Armenia",371,2010,0.84650004
"Armenia",371,2011,0.84650004
"Armenia",371,2012,0.84650004
"Georgia",372,1992,NA
"Georgia",372,1993,NA
"Georgia",372,1994,NA
"Georgia",372,1995,0.735
"Georgia",372,1996,0.735
"Georgia",372,1997,0.735
"Georgia",372,1998,0.735
"Georgia",372,1999,0.735
"Georgia",372,2000,0.735
"Georgia",372,2001,0.735
"Georgia",372,2002,0.735
"Georgia",372,2003,0.735
"Georgia",372,2004,0.735
"Georgia",372,2005,0.735
"Georgia",372,2006,0.735
"Georgia",372,2007,0.735
"Georgia",372,2008,0.735
"Georgia",372,2009,0.7985455
